processed_path,relative_path,partition,class_label,generator,identity,content_hash
images/CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_1_alpha=-0.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_1_alpha=-0.5.png,train,fake,CoDiff,id_0002,2e0a484e6b1f32b29e411a6927fa6cc5cf2966f105d0ab35a0eb42bb3c357869
images/CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_2_alpha=0.0.png,CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_2_alpha=0.0.png,train,fake,CoDiff,id_0002,20bdfa4ee3de59fc83e32b2ba8f4252f0f1efc5978b932f21964a221974d7221
images/CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_3_alpha=0.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_3_alpha=0.5.png,train,fake,CoDiff,id_0002,89bd329e533b3345009797f1a5d063bf2ef8250c008d2626e32e937003fa513d
images/CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_4_alpha=1.0.png,CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_4_alpha=1.0.png,train,fake,CoDiff,id_0002,3fbb2e95bfc03e3874205bbebd7c0275e9b67541be8211ea6e90600433775284
images/CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_5_alpha=1.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_0049_7.png/0C_interText_optDM_5_alpha=1.5.png,train,fake,CoDiff,id_0002,6e4b25c674b0e869f51215f0c006a07a67ea87f9113165c1ec3cb8795265f385
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_1_alpha=-0.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_1_alpha=-0.5.png,train,fake,CoDiff,id_0002,05e0aa80a16ff2e187978b601ade4bd12b9193e1db52289f11889e5a7161cafd
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_2_alpha=0.0.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_2_alpha=0.0.png,train,fake,CoDiff,id_0002,0d62b2698efc82eaa6266fc094bd609b6508313c331a6ada2329098546207038
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_3_alpha=0.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_3_alpha=0.5.png,train,fake,CoDiff,id_0002,c33dcf09294ca14072084a158bd79d7e0acfa5134e16e7ec4bc36d0aeda22474
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_4_alpha=1.0.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_4_alpha=1.0.png,train,fake,CoDiff,id_0002,2f12c98d2709375d546c496d6562a094c852b2cc6ca1c77e00f48ba2e05c1603
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_5_alpha=1.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_3.png/0C_interText_optDM_5_alpha=1.5.png,train,fake,CoDiff,id_0002,b723ab3ed56af9eae448d40150a4c98a9da6fd96b10171bed1ac622d3a8bc235
images/CoDiff/CoDiff/id_0002/0.jpg/id_1481_9.png/0C_interText_optDM_1_alpha=-0.5.png,CoDiff/CoDiff/id_0002/0.jpg/id_1481_9.png/0C_interText_optDM_1_alpha=-0.5.png,train,fake,CoDiff,id_0002,e41cad7248d060e31e6cf3cbcf99cb343353c1ce936bfe6dcb90b76d01b1fb6f
