processed_path,relative_path,partition,class_label,generator,identity,content_hash
images/fake/cips/cips_img000005_81cbc201.png,fake/cips/cips_img000005_81cbc201.jpg,train,fake,cips,cips_img000005,75f2dcb1793eb4ed60cb194beef05b510ba6f45839adddb73f013d2a6907204d
images/fake/cips/cips_img000010_b5c48b36.png,fake/cips/cips_img000010_b5c48b36.jpg,val,fake,cips,cips_img000010,a54b6db51de0872c4ea95204af8cb3884c0ca1e2b6a8c53347822f0c75f1cc8b
images/fake/cips/cips_img000015_0be431a5.png,fake/cips/cips_img000015_0be431a5.jpg,val,fake,cips,cips_img000015,7bd7af4a95516f6337103fd050cb12957f1a2291785501cc754369da0f696700
images/fake/cips/cips_img000018_39095ae4.png,fake/cips/cips_img000018_39095ae4.jpg,train,fake,cips,cips_img000018,3e75fbe12a835c116f010c5b7ddce9fb4e0406565f7f152bb01294ad729210e8
images/fake/cips/cips_img000023_deb34da7.png,fake/cips/cips_img000023_deb34da7.jpg,train,fake,cips,cips_img000023,e9d5e979843bc863df9416595626a15d35eaf67411a84b7c2b793398e8eed9b4
images/fake/cips/cips_img000025_ed929b1d.png,fake/cips/cips_img000025_ed929b1d.jpg,train,fake,cips,cips_img000025,cac91324c52b5bd953c84a818436a2aaeccf281094843a88b38c998ceb93a545
images/fake/cips/cips_img000027_759955d6.png,fake/cips/cips_img000027_759955d6.jpg,train,fake,cips,cips_img000027,85ffe360d6c9e41feed1d93334c38bc66499921b8901a328de1298aa0b735db1
images/fake/cips/cips_img000033_520df2b3.png,fake/cips/cips_img000033_520df2b3.jpg,train,fake,cips,cips_img000033,bee10f913d49b7cb5dbe407464f24bfff30a6846e7cbaea5f9a2a0eade0b2c03
images/fake/cips/cips_img000040_df183a4d.png,fake/cips/cips_img000040_df183a4d.jpg,train,fake,cips,cips_img000040,5a67e733b50850db1840f64263bcfd16ffd463c7964457e83d6ab1f49a3d9677
images/fake/cips/cips_img000041_83f079cc.png,fake/cips/cips_img000041_83f079cc.jpg,train,fake,cips,cips_img000041,fdb62eb2a6c1a9e1e6c0ddafcb4681c87217378b5fbb6ad553d4cf4227d33f7e
images/fake/cips/cips_img000048_367f51f1.png,fake/cips/cips_img000048_367f51f1.jpg,train,fake,cips,cips_img000048,df56ca3e8dc82c0165ae7a3aa9cc0159a5c5b4023a7c799d604a71fcd37c70cf
images/fake/cips/cips_img000050_bfdc36d0.png,fake/cips/cips_img000050_bfdc36d0.jpg,train,fake,cips,cips_img000050,fa24178c1fd8172478c9bf1a57fe807f70e8b2408882843d1dc314d055981a76
images/fake/cips/cips_img000052_9db83a93.png,fake/cips/cips_img000052_9db83a93.jpg,train,fake,cips,cips_img000052,b4e638abff91a93345f26963a7e0573fbddf1fcdda38b52109af8df3521abd6b
images/fake/cips/cips_img000060_34a683de.png,fake/cips/cips_img000060_34a683de.jpg,train,fake,cips,cips_img000060,8c4a7048012721d152f24c848b166d40823e41c16f6705635542ff46429198a5
images/fake/cips/cips_img000062_fcb19c3d.png,fake/cips/cips_img000062_fcb19c3d.jpg,train,fake,cips,cips_img000062,997a81fd0dd986b6ddef8458b9e0141b0c38a7fb892c92bdb2d2be42db23011d
images/fake/cips/cips_img000063_a8f84bfe.png,fake/cips/cips_img000063_a8f84bfe.jpg,train,fake,cips,cips_img000063,ad69bc9f891334159da817cd6059e131ca4c9b352a2e4e1608b408e94e705c72
images/fake/cips/cips_img000069_dca2d67d.png,fake/cips/cips_img000069_dca2d67d.jpg,train,fake,cips,cips_img000069,fd982d580fc8c50309b704c36e54224e4ac83279e27e151917bfbbda8a26734d
images/fake/cips/cips_img000070_c5ad244a.png,fake/cips/cips_img000070_c5ad244a.jpg,train,fake,cips,cips_img000070,df25123f6832fea19e8aa31d27079e8b8d510aa0a789c95fb5f338704d3f529c
images/fake/cips/cips_img000071_cacddd82.png,fake/cips/cips_img000071_cacddd82.jpg,train,fake,cips,cips_img000071,01c5bd1eb05f68ed07b0d486ef77d5e3e37a4a31893a1a5baec3cfffd295c454
images/fake/cips/cips_img000072_cf418498.png,fake/cips/cips_img000072_cf418498.jpg,train,fake,cips,cips_img000072,c435fb7be5860f636e246933cabdbda238ea0dccad4ff21b84b4cb903c8450a7
images/fake/cips/cips_img000079_9e1217d5.png,fake/cips/cips_img000079_9e1217d5.jpg,train,fake,cips,cips_img000079,6b8d10af091c6a35c8c9a1154c6d2f3b5c7368f8ba86b46e6bfc708ca74c0dba
images/fake/cips/cips_img000088_924a55b8.png,fake/cips/cips_img000088_924a55b8.jpg,train,fake,cips,cips_img000088,78254ba053aa5b9ad78c481fefb9059faee4b1ee537d7bed2863e748ce5a290b
images/fake/cips/cips_img000090_3316faa1.png,fake/cips/cips_img000090_3316faa1.jpg,train,fake,cips,cips_img000090,fa8bfb9394af0d71e5d29f5bc4670fb10c5813679698c1e17077e521574e3134
images/fake/cips/cips_img000091_f37d2314.png,fake/cips/cips_img000091_f37d2314.jpg,train,fake,cips,cips_img000091,8d09fa35d818bd5c83e08a5cd5b836901f65226223b1dd7506f7f262aed8fcce
images/fake/cips/cips_img000094_8a6875ef.png,fake/cips/cips_img000094_8a6875ef.jpg,val,fake,cips,cips_img000094,7531f1819b5466e5a19e2d743747761a35361c1ed0181eec5de0db90d8504f8d
images/fake/cips/cips_img000095_47e7ea88.png,fake/cips/cips_img000095_47e7ea88.jpg,train,fake,cips,cips_img000095,44499f52173d1acb278f7a1a72de2d3780009323067f51f98cd280cf3d3bdd30
images/fake/cips/cips_img000097_63c4eea0.png,fake/cips/cips_img000097_63c4eea0.jpg,train,fake,cips,cips_img000097,188512bde0b50d7bc2d9dab6bfd1831ddb3d8699f07b0de6ba929761650c99ef
images/fake/cips/cips_img000098_58075d41.png,fake/cips/cips_img000098_58075d41.jpg,train,fake,cips,cips_img000098,e515c3c8a25493c20e4dc0303d321900db01c207862e987d9c8e7bd3953ce459
images/fake/cips/cips_img000099_7ab63265.png,fake/cips/cips_img000099_7ab63265.jpg,train,fake,cips,cips_img000099,dbeefbaca73a19ed4ef7b63cbc3a051a4a98d2737bc1580403effec5228304bb
images/fake/cips/cips_img000100_daa12fc5.png,fake/cips/cips_img000100_daa12fc5.jpg,train,fake,cips,cips_img000100,ff28461441e45cf74e1c62514f2c0adc9be376ad589407e0d7e7b58a1134c9ce
images/fake/cips/cips_img000102_c427a6df.png,fake/cips/cips_img000102_c427a6df.jpg,train,fake,cips,cips_img000102,44f2d5f33eab9d8b9e610d6967a9defd66dcff4c7e8e2a41895a07f3808f9780
images/fake/cips/cips_img000106_c58b611d.png,fake/cips/cips_img000106_c58b611d.jpg,train,fake,cips,cips_img000106,3696df677fc9b6ea7211bb9be396441b6621e1b23d3387e454ed1120d2238711
images/fake/cips/cips_img000119_d87f370a.png,fake/cips/cips_img000119_d87f370a.jpg,train,fake,cips,cips_img000119,d67f0bec71fbcac31881c90a045878d1d9bec56dbf6421f6a2db673796dc8f25
images/fake/cips/cips_img000120_3cca78c9.png,fake/cips/cips_img000120_3cca78c9.jpg,train,fake,cips,cips_img000120,d8356b048fff5b6233e40b174b63d146395610294d19de89b62bf2b27209f9db
images/fake/cips/cips_img000122_4a165f63.png,fake/cips/cips_img000122_4a165f63.jpg,train,fake,cips,cips_img000122,c5f1ec4e4568dcc2203a6adc99e0789faf2815477eb1d60bac1e238fcfc523a9
images/fake/cips/cips_img000123_e446cce7.png,fake/cips/cips_img000123_e446cce7.jpg,train,fake,cips,cips_img000123,c76094be3109367af804295f29d94cca4842b2946ab533a7f4da7e119ef11141
images/fake/cips/cips_img000124_d46970b9.png,fake/cips/cips_img000124_d46970b9.jpg,train,fake,cips,cips_img000124,c297ec3dc9f824ff16984cde847337feb2276c93a9c97b3571a1ec58c1e183cc
images/fake/cips/cips_img000128_3ddcc18f.png,fake/cips/cips_img000128_3ddcc18f.jpg,train,fake,cips,cips_img000128,f517bc654308233061089230ec47b51c55ad6c30a9f6d429f21f6e8a27634e0d
